experiment,config_id,map_name,method,pose_id,seed,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,scan_error,feature_error,combined_error,scan_contribution,perception_contribution,runtime_seconds,population_size,generations,elite_size,tournament_size,crossover_rate,mutation_rate,sigma_xy,sigma_theta,fov_deg,num_beams,max_range_m,noise_std_m,angular_resolution_deg,perception_weight,final_best_history,final_mean_history
experiment_1_perception_ablation,default,easy_room,perception_aware,2,6,5.0,3.0,-0.5,5.012254685337577,2.9924043191524725,-0.5187827619669557,0.9999544196738136,0.01441775572897977,0.018782761966955608,True,2.4956597222222085e-05,9.37092859720669e-05,4.558240384717553e-05,1.7469618055555457e-05,2.811278579162007e-05,11.90447158299503,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999544196738136,0.9810500260556618
experiment_1_perception_ablation,default,easy_room,perception_aware,2,7,5.0,3.0,-0.5,5.058878792918419,2.973298761325582,-0.5135503691369683,0.9995735349869016,0.06465035500504461,0.013550369136968499,True,3.8519965277777714e-05,0.001332276624688975,0.00042664696310113696,2.6963975694444396e-05,0.00039968298740669254,11.798332459002268,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9995735349869016,0.9799869062327403
experiment_1_perception_ablation,default,easy_room,perception_aware,2,8,5.0,3.0,-0.5,5.028211582211367,2.995445509506791,-0.5184250388811815,0.999898729721565,0.028576856974157294,0.01842503888118152,True,2.9296874999999857e-05,0.00026924240881023506,0.0001012805351430704,2.05078124999999e-05,8.077272264307051e-05,11.761437208988355,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.999898729721565,0.9829819483337335
experiment_1_perception_ablation,default,easy_room,perception_aware,2,9,5.0,3.0,-0.5,5.023197961764499,3.002718522011925,-0.5047290775446136,0.9995651542820615,0.02335670764376844,0.004729077544613602,True,1.2478298611111088e-05,0.0014210002732343945,0.0004350348909980961,8.73480902777776e-06,0.00042630008197031834,11.61823879199801,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.999348209918325,0.9816564378941106
experiment_1_perception_ablation,default,easy_room,perception_aware,3,0,6.5,4.5,2.2,6.5117671324286155,4.466453352013601,2.205508587499322,0.9999199206416652,0.03555056956950122,0.005508587499321926,True,5.750868055555533e-05,0.00013276565054338996,8.008577155190572e-05,4.025607638888873e-05,3.982969516301699e-05,13.058930958999554,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999199206416652,0.9828358875688059
experiment_1_perception_ablation,default,easy_room,perception_aware,3,1,6.5,4.5,2.2,6.480274506198535,4.485219714613049,2.2035290629846402,0.9996489103180546,0.024648568758273915,0.0035290629846400634,True,2.6584201388888796e-05,0.0011086801607663802,0.0003512129892021362,1.8608940972222157e-05,0.00033260404822991406,13.438197750001564,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9996489103180546,0.9842574239756054
experiment_1_perception_ablation,default,easy_room,perception_aware,3,2,6.5,4.5,2.2,1.5869005632060529,2.5985126599924326,-0.9622563814973326,0.9939239422583743,5.268225524788594,3.1209289256822537,False,0.007907986111111076,0.0019253721054525521,0.006113201909413519,0.005535590277777753,0.0005776116316357656,13.554602457996225,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9939239422583743,0.9774621983412192
experiment_1_perception_ablation,default,easy_room,perception_aware,3,3,6.5,4.5,2.2,6.492675179250074,4.522439426500561,2.2038425622220505,0.999907911018707,0.02360467878816929,0.003842562222050372,True,1.3020833333333317e-05,0.00027660959707084706,9.209746245458744e-05,9.114583333333322e-06,8.298287912125412e-05,13.27490166699863,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.999907911018707,0.9816349415371057
experiment_1_perception_ablation,default,easy_room,perception_aware,3,4,6.5,4.5,2.2,6.536778224534673,4.479727500322169,2.211979707231791,0.9997964491763907,0.04199538121163386,0.011979707231790648,True,0.00014431423611111044,0.0003419076656829267,0.00020359226498265534,0.00010101996527777731,0.00010257229970487801,13.09213683300186,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9997964491763907,0.9815333737040377
experiment_1_perception_ablation,default,easy_room,perception_aware,3,5,6.5,4.5,2.2,1.572619190654306,2.560472176414399,-0.9566202338295078,0.9939404013335541,5.295361160371493,3.1265650733500783,False,0.008059895833333296,0.0015153805879999822,0.006096541259733301,0.005641927083333307,0.00045461417639999465,13.474047874988173,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9939404013335541,0.9795318430477713
